epoch,channel,lyapunov_exponent
0,0,0.04882033770539466
0,1,0.048896299822419234
0,2,0.048918636912772935
0,3,0.04838124750327385
0,4,0.04814016426883274
1,0,0.047129839041940215
1,1,0.04718142771635034
1,2,0.047293980473659375
1,3,0.04629666547099808
1,4,0.04686710476732206
2,0,0.04755546656834123
2,1,0.04778986918253645
2,2,0.04707377453239601
2,3,0.04696902445670656
2,4,0.04689713490681916
3,0,0.04794512026307122
3,1,0.048409177956460984
3,2,0.048385305828264016
3,3,0.048250084976617695
3,4,0.048234371675305976
4,0,0.04788149070052841
4,1,0.048453244945439226
4,2,0.048196482618316
4,3,0.0482036771007232
4,4,0.04816072141136737
5,0,0.04771629539572183
5,1,0.047297362502740435
5,2,0.04786734398959784
5,3,0.046741643404188
5,4,0.04642014538969903
6,0,0.0474699264013468
6,1,0.047138576347286874
6,2,0.04778651513400778
6,3,0.0472361151797146
6,4,0.04777607348786687
7,0,0.04747203817745368
7,1,0.04815107888248092
7,2,0.04768198038492753
7,3,0.04628873406051894
7,4,0.04750081825943265
8,0,0.0477825939183046
8,1,0.048189697998340164
8,2,0.04728065710537151
8,3,0.04787059783935556
8,4,0.047714314226056834
9,0,0.04765384431360436
9,1,0.048169955772226
9,2,0.0468106592002035
9,3,0.046975270485391594
9,4,0.04744457015899627
10,0,0.04619049525633024
10,1,0.04597031486850124
10,2,0.04606134371167902
10,3,0.04564815695260031
10,4,0.045999493318445585
11,0,0.046948546951129294
11,1,0.047859387621015284
11,2,0.04725659392174843
11,3,0.046525870342644056
11,4,0.04742472933692527
12,0,0.04797082376651839
12,1,0.04882501402965982
12,2,0.04784189885976371
12,3,0.04769379065102617
12,4,0.048039136934681134
13,0,0.04891031757551672
13,1,0.04892810981814605
13,2,0.04889363892224379
13,3,0.04776498860957982
13,4,0.048698950100059646
14,0,0.04637445946701462
14,1,0.04659413844883665
14,2,0.046399787728812376
14,3,0.045958931042509824
14,4,0.046097835527033205
15,0,0.045604729806961945
15,1,0.04558834552192471
15,2,0.045796371542391495
15,3,0.044964504676992915
15,4,0.04596660494947494
16,0,0.047160099299729724
16,1,0.04691255599224561
16,2,0.04750740683236194
16,3,0.04750084440819779
16,4,0.046958085984027474
17,0,0.04656483726913647
17,1,0.0464775762752611
17,2,0.046315512777376604
17,3,0.0463776959147918
17,4,0.04642377475587396
18,0,0.05082825696196455
18,1,0.05095507751135137
18,2,0.051146470306872784
18,3,0.05112662481374391
18,4,0.05055879434903855
19,0,0.051340572682320125
19,1,0.05170754239195663
19,2,0.05158662605972572
19,3,0.05178996133060167
19,4,0.05076013077350076
20,0,0.050411290355375636
20,1,0.050395630221693175
20,2,0.05053165074013025
20,3,0.05068509444182952
20,4,0.050287639347731394
21,0,0.05332472390201207
21,1,0.05356495915627003
21,2,0.05331985491950685
21,3,0.052809593869286055
21,4,0.05283177612780958
22,0,0.05281558660756793
22,1,0.05264405986698884
