mean,std,variance,skew,kurtosis,rms,zcr,delta_power,delta_relative_power,theta_power,theta_relative_power,alpha_power,alpha_relative_power,beta_power,beta_relative_power,gamma_power,gamma_relative_power,epoch
"[-1.21231708e-07 -2.85066382e-07 -4.32575582e-07 -4.06958135e-07
 -2.76502100e-07]","[2.88235003e-06 5.86228804e-06 8.96098910e-06 1.01550629e-05
 1.14248083e-05]","[8.30794169e-12 3.43664211e-11 8.02993256e-11 1.03125303e-10
 1.30526245e-10]",[-0.1031252  -0.28752303 -0.37645343 -0.52632299 -0.1964137 ],[0.72550048 0.75877187 0.94169814 1.58693591 0.94694245],"[2.88489841e-06 5.86921493e-06 8.97142392e-06 1.01632139e-05
 1.14281538e-05]",[0.04388021 0.04205729 0.04127604 0.0406901  0.04114583],"[6.13496994e-13 2.46733724e-12 5.12572783e-12 5.58375176e-12
 6.23134465e-12]",[0.18236049 0.18053232 0.15970292 0.13480385 0.11164518],"[9.65187047e-13 4.26894362e-12 1.00774545e-11 1.15689527e-11
 1.31755387e-11]",[0.28689951 0.31235385 0.31398447 0.27929955 0.23606228],"[1.62826309e-12 6.85583025e-12 1.79344673e-11 2.64942128e-11
 3.75160130e-11]",[0.48399726 0.50163347 0.55878637 0.63962762 0.67216346],"[8.12666320e-13 3.06594366e-12 6.33391320e-12 6.57771532e-12
 9.21512480e-12]",[0.24156309 0.22433169 0.1973465  0.15880028 0.1651047 ],"[2.36011276e-14 9.38371595e-14 1.85232580e-13 1.48389366e-13
 1.47176983e-13]",[0.00701538 0.00686596 0.00577131 0.00358244 0.00263693],0
"[-5.05946433e-09 -9.85416653e-09 -1.56872893e-08 -2.65076043e-08
 -3.51453966e-08]","[3.32744390e-06 7.15673728e-06 1.14245657e-05 1.33662875e-05
 1.34529174e-05]","[1.10718829e-11 5.12188884e-11 1.30520701e-10 1.78657641e-10
 1.80980986e-10]",[-0.02720275 -0.19991684 -0.25018508 -0.24821064 -0.14203554],[0.40825537 0.50929161 0.50005378 0.75324678 0.41294859],"[3.32744774e-06 7.15674406e-06 1.14245765e-05 1.33663138e-05
 1.34529633e-05]",[0.04322917 0.04088542 0.04036458 0.03802083 0.03984375],"[4.57234596e-13 1.95013469e-12 4.25863425e-12 4.98111945e-12
 5.64240522e-12]",[0.09048317 0.0816826  0.0688351  0.05814315 0.0661404 ],"[1.73454850e-12 9.24742005e-12 2.47543134e-11 3.23293930e-11
 2.76519563e-11]",[0.34325367 0.38733394 0.40012022 0.37737157 0.32413684],"[3.36282471e-12 1.70309959e-11 4.70967729e-11 6.92510460e-11
 6.65874368e-11]",[0.66547687 0.71335385 0.76125607 0.80834726 0.7805394 ],"[8.56820886e-13 3.11972480e-12 6.34837177e-12 6.72717218e-12
 8.77076357e-12]",[0.16955819 0.13067161 0.1026129  0.07852432 0.10281108],"[1.99185840e-14 7.88838740e-14 1.55794989e-13 1.22071407e-13
 1.26969457e-13]",[0.00394173 0.0033041  0.00251822 0.0014249  0.00148834],1
"[3.80094055e-08 5.98214128e-08 7.58750537e-08 8.28185410e-08
 1.30121461e-07]","[3.32407185e-06 6.81742897e-06 1.08895570e-05 1.36192900e-05
 1.39454831e-05]","[1.10494536e-11 4.64773378e-11 1.18582451e-10 1.85485060e-10
 1.94476498e-10]",[-0.14778842 -0.18235871 -0.14931542  0.02525409  0.00495145],[ 0.32359324  0.20027348  0.05780549 -0.07955056 -0.03846733],"[3.32428915e-06 6.81769143e-06 1.08898213e-05 1.36195418e-05
 1.39460901e-05]",[0.04251302 0.04108073 0.03919271 0.03723958 0.03717448],"[5.17076966e-13 2.12838771e-12 4.73245281e-12 5.91572474e-12
 7.10254819e-12]",[0.10210285 0.09928658 0.08559271 0.06784135 0.07845812],"[2.10067430e-12 9.43091217e-12 2.48163819e-11 3.65410705e-11
 3.77105570e-11]",[0.41480254 0.43994006 0.4488373  0.4190519  0.41656871],"[3.13572476e-12 1.40172390e-11 3.91781062e-11 6.79317841e-11
 6.83995390e-11]",[0.61918528 0.65388637 0.7085882  0.77903966 0.75557376],"[9.13897051e-13 3.12430486e-12 6.30327355e-12 7.40973559e-12
 8.33152711e-12]",[0.18045959 0.14574485 0.11400309 0.08497463 0.092034  ],"[2.60398048e-14 9.85669659e-14 1.85210518e-13 1.35186814e-13
 1.24363999e-13]",[0.00514186 0.00459802 0.00334978 0.00155032 0.00137378],2
"[-1.53548745e-08 -2.35273861e-08 -3.35388496e-08 -6.23647694e-08
 -1.02304977e-07]","[3.98192678e-06 7.70645785e-06 1.15773019e-05 1.42740103e-05
 1.67607186e-05]","[1.58557409e-11 5.93894926e-11 1.34033918e-10 2.03747371e-10
 2.80921687e-10]",[-0.04786813  0.01034088  0.01211677  0.00739173 -0.04409042],[2.07673015 1.51556423 1.1316364  1.07413191 1.63786903],"[3.98195638e-06 7.70649376e-06 1.15773504e-05 1.42741466e-05
 1.67610308e-05]",[0.03522135 0.03522135 0.03463542 0.03489583 0.03606771],"[7.49618661e-13 2.82385270e-12 5.98776010e-12 7.83341429e-12
 1.07596878e-11]",[0.16825949 0.16097936 0.14302644 0.1196749  0.12442767],"[1.64478708e-12 6.83431756e-12 1.63698250e-11 2.28250318e-11
 2.89346202e-11]",[0.3691891  0.38960392 0.3910173  0.34870918 0.33460704],"[2.47845014e-12 9.98665872e-12 2.58052002e-11 4.55450546e-11
 6.03892334e-11]",[0.5563132  0.56930942 0.61639509 0.69581409 0.69835589],"[7.82713521e-13 2.85060326e-12 5.86924763e-12 7.08488871e-12
 9.37317670e-12]",[0.17568797 0.16250433 0.1401956  0.10823931 0.10839371],"[2.16589584e-14 8.79008091e-14 1.78053321e-13 1.63718793e-13
 1.68473503e-13]",[0.00486157 0.00501096 0.00425306 0.00250121 0.00194827],3
"[-2.94179337e-08 -5.98019379e-08 -8.26112096e-08 -6.01358677e-08
 -4.10113713e-08]","[3.02825213e-06 6.18348074e-06 9.63802127e-06 1.15182314e-05
 1.38055499e-05]","[9.17031094e-12 3.82354340e-11 9.28914539e-11 1.32669654e-10
 1.90593208e-10]",[0.07786907 0.05541714 0.02443226 0.05451493 0.12922783],[ 0.04130184 -0.06306167 -0.04596727  0.18402418 -0.23253052],"[3.02839501e-06 6.18376991e-06 9.63837531e-06 1.15183883e-05
 1.38056108e-05]",[0.04101562 0.04023438 0.03997396 0.03763021 0.0375    ],"[5.46072446e-13 2.28441282e-12 4.95478773e-12 5.87180959e-12
 6.76176439e-12]",[0.13532634 0.13658223 0.11991671 0.09534611 0.07423172],"[1.73522692e-12 7.66189315e-12 1.93348651e-11 2.55019612e-11
 3.52721418e-11]",[0.43001968 0.45809516 0.46794606 0.41409939 0.38722316],"[2.41169483e-12 1.01082423e-11 2.68489971e-11 4.50255909e-11
 7.08997740e-11]",[0.5976603  0.60435937 0.64980451 0.73112297 0.77834895],"[6.00415266e-13 2.31081042e-12 4.92490557e-12 5.69286386e-12
 7.16496037e-12]",[0.14879344 0.13816051 0.1191935  0.0924404  0.07865807],"[2.47052015e-14 1.03612660e-13 2.08341310e-13 1.63393988e-13
 1.41380079e-13]",[0.00612238 0.00619487 0.00504232 0.00265318 0.00155209],4
"[3.13811686e-08 5.87657599e-08 8.03706302e-08 7.37408408e-08
 7.92308056e-08]","[2.95798256e-06 6.04321089e-06 9.42604023e-06 1.18402202e-05
 1.30169121e-05]","[8.74966081e-12 3.65203979e-11 8.88502344e-11 1.40190815e-10
 1.69440000e-10]",[-0.15474988 -0.17324515 -0.11382707  0.07935168  0.19704768],[-0.01407183  0.36164476  0.41594748  0.30418234  0.24319077],"[2.95814901e-06 6.04349661e-06 9.42638286e-06 1.18404498e-05
 1.30171532e-05]",[0.0389974  0.03691406 0.03704427 0.03639323 0.0360026 ],"[6.93031988e-13 2.93294025e-12 6.36622081e-12 7.07801351e-12
 7.50256499e-12]",[0.17257802 0.17446636 0.15390521 0.10639963 0.09283329],"[1.68669111e-12 7.43320021e-12 1.83389014e-11 2.62863609e-11
 3.08792646e-11]",[0.42001787 0.44216496 0.44334818 0.39514746 0.38208584],"[2.18539143e-12 9.25178158e-12 2.48645308e-11 4.79016812e-11
 6.06708000e-11]",[0.54420364 0.55034352 0.60110713 0.72007791 0.75071263],"[6.36668789e-13 2.34141950e-12 4.87402265e-12 5.65681251e-12
 6.52605085e-12]",[0.15854252 0.13927967 0.11783089 0.08503555 0.08075036],"[3.00088165e-14 1.14483111e-13 2.18936420e-13 1.67925551e-13
 1.49811734e-13]",[0.00747276 0.00681004 0.00529285 0.00252433 0.0018537 ],5
"[-9.25990402e-10  1.42011269e-08  3.02983202e-08  2.51824756e-08
 -2.04858546e-08]","[2.52496959e-06 5.29868857e-06 7.85698852e-06 8.23555463e-06
 8.28194355e-06]","[6.37547144e-12 2.80761006e-11 6.17322686e-11 6.78243601e-11
 6.85905889e-11]",[-0.11905211 -0.07988596 -0.09079752 -0.15431825 -0.38140085],[0.25848019 0.29554027 0.34521912 0.55369428 1.38429507],"[2.52496976e-06 5.29870760e-06 7.85704694e-06 8.23559314e-06
 8.28196888e-06]",[0.0343099  0.03378906 0.03300781 0.03248698 0.02988281],"[9.16952136e-13 3.90214757e-12 8.42613838e-12 9.56516311e-12
 1.19076702e-11]",[0.37185931 0.36849901 0.36221426 0.3552171  0.41588326],"[1.06505551e-12 4.52625427e-12 1.00569498e-11 1.23929744e-11
 1.43014800e-11]",[0.43192091 0.42743648 0.43231793 0.46023224 0.49948865],"[5.62606864e-13 2.61598691e-12 6.33704418e-12 8.76101593e-12
 7.95070542e-12]",[0.22815869 0.24704052 0.27241041 0.32535385 0.27768365],"[5.76279352e-13 2.33535257e-12 4.63433564e-12 3.69547806e-12
 2.86684358e-12]",[0.23370341 0.22053884 0.1992161  0.13723728 0.10012641],"[1.62770909e-14 6.22701499e-14 1.21811924e-13 1.09103898e-13
 1.17105049e-13]",[0.00660099 0.00588048 0.00523633 0.00405174 0.00408997],6
"[2.46220564e-08 5.00730474e-08 6.92796829e-08 5.09787764e-08
 3.52723460e-08]","[3.10415402e-06 6.44622482e-06 9.45474700e-06 9.47638202e-06
 9.44696593e-06]","[9.63577216e-12 4.15538144e-11 8.93922409e-11 8.98018162e-11
 8.92451653e-11]",[-0.37591866 -0.30784291 -0.22737076 -0.02745376 -0.15002685],[2.46375621 2.93491875 2.76037296 1.24229045 0.49151059],"[3.10425167e-06 6.44641929e-06 9.45500082e-06 9.47651914e-06
 9.44703178e-06]",[0.03072917 0.03151042 0.0296875  0.02994792 0.02825521],"[2.24145281e-12 9.26756603e-12 1.91352247e-11 1.68173849e-11
 1.83346731e-11]",[0.54404173 0.5348377  0.52040615 0.46597974 0.48536659],"[1.99264848e-12 8.35041299e-12 1.78133182e-11 1.78764649e-11
 1.97517128e-11]",[0.48365235 0.48190816 0.48445527 0.49532496 0.52287933],"[6.56700966e-13 3.01509968e-12 7.01995937e-12 8.58104734e-12
 7.85684207e-12]",[0.15939338 0.17400351 0.19091649 0.23776552 0.20799109],"[4.10424724e-13 1.67058206e-12 3.42879936e-12 3.24312642e-12
 2.99923167e-12]",[0.09961761 0.09641046 0.09325045 0.08986125 0.07939748],"[2.22383485e-14 8.18130634e-14 1.53361903e-13 1.18071504e-13
 1.20293705e-13]",[0.00539766 0.00472149 0.00417087 0.00327155 0.00318449],7
"[-4.83898549e-08 -1.13503213e-07 -1.67157725e-07 -1.26505065e-07
 -5.28004456e-08]","[2.98114743e-06 6.03342005e-06 8.85655512e-06 9.33941062e-06
 1.01077427e-05]","[8.88724002e-12 3.64021575e-11 7.84385687e-11 8.72245908e-11
 1.02166462e-10]",[ 0.03578104  0.06322067  0.06791286  0.11613372 -0.08184117],[0.21222948 0.40581983 0.49104859 0.54670214 0.6428932 ],"[2.98154014e-06 6.03448759e-06 8.85813244e-06 9.34026736e-06
 1.01078806e-05]",[0.03313802 0.03235677 0.03170573 0.0296224  0.02545573],"[1.83537930e-12 7.63965278e-12 1.66716478e-11 1.90799793e-11
 2.25207693e-11]",[0.47806243 0.49042994 0.49717841 0.5064945  0.50008935],"[1.97761599e-12 7.70956135e-12 1.65237159e-11 1.93561289e-11
 2.52128094e-11]",[0.51511092 0.49491774 0.49276681 0.51382513 0.55986798],"[6.56764034e-13 2.54761865e-12 5.53474744e-12 6.86015765e-12
 8.55397453e-12]",[0.17106775 0.16354519 0.16505608 0.1821088  0.18994696],"[5.36434611e-13 2.18077426e-12 4.42120447e-12 3.80255772e-12
 3.48173510e-12]",[0.13972547 0.1399955  0.13184824 0.10094217 0.07731435],"[1.85516492e-14 7.41869291e-14 1.44927238e-13 1.09025528e-13
 9.26596039e-14]",[0.00483216 0.00476245 0.00432199 0.00289418 0.00205757],8
"[-5.49658999e-10 -3.32823482e-08 -6.75702570e-08 -5.68804939e-08
  3.50174984e-08]","[3.99543504e-06 8.54724396e-06 1.26420054e-05 1.20289994e-05
 1.12144791e-05]","[1.59635011e-11 7.30553792e-11 1.59820302e-10 1.44696826e-10
 1.25764541e-10]",[-0.09935678 -0.10321364 -0.06735634 -0.00442525 -0.16963611],[2.36634879 3.31500508 3.54119726 2.64112576 0.39573578],"[3.99543507e-06 8.54730875e-06 1.26421860e-05 1.20291339e-05
 1.12145338e-05]",[0.0280599  0.02714844 0.0281901  0.02701823 0.02467448],"[4.30751479e-12 1.98163696e-11 4.27207812e-11 3.58645613e-11
 2.92434089e-11]",[0.61112471 0.62356637 0.62348857 0.590597   0.54635333],"[3.08835591e-12 1.40215534e-11 3.05635090e-11 2.75452712e-11
 2.61250687e-11]",[0.43815766 0.44121953 0.44605922 0.45359971 0.48809352],"[8.71282867e-13 3.77546993e-12 8.32980907e-12 9.25427303e-12
 9.51139206e-12]",[0.12361246 0.1188036  0.12156942 0.15239405 0.17770092],"[6.13287558e-13 2.78372699e-12 5.96115837e-12 5.27378888e-12
 3.97943352e-12]",[0.08700961 0.08759619 0.08700014 0.08684573 0.07434758],"[2.26840448e-14 8.38127329e-14 1.57513561e-13 1.19384969e-13
 1.15515101e-13]",[0.00321828 0.00263736 0.00229883 0.00196596 0.00215816],9
