epoch,channel,lyapunov_exponent
0,0,0.0477472153259497
0,1,0.0460915528626002
0,2,0.0468797236759695
0,3,0.0478332083565849
0,4,0.0468789716356513
1,0,0.0476325848637795
1,1,0.0485220701439756
1,2,0.0483350922766568
1,3,0.0494006672340567
1,4,0.0484018086757408
2,0,0.0478261652714064
2,1,0.0471593341163369
2,2,0.046535992204499
2,3,0.0485709044054635
2,4,0.046781158264087
3,0,0.0518439276650602
3,1,0.0514150558599905
3,2,0.0515713027917467
3,3,0.0516528679800778
3,4,0.0518504533618868
4,0,0.0527625438603176
4,1,0.0527630893208114
4,2,0.0526877425927647
4,3,0.0531500004176474
4,4,0.0527131597878411
5,0,0.0504048596825206
5,1,0.0500659385763584
5,2,0.0497375843648007
5,3,0.050738379855116
5,4,0.0502798984889368
6,0,0.0507501019664458
6,1,0.0509302540443668
6,2,0.0507587475450386
6,3,0.0509019242615259
6,4,0.0502100220276099
7,0,0.0500106286716348
7,1,0.0496302690082381
7,2,0.0499771421324879
7,3,0.05055887119252
7,4,0.050517988628557
8,0,0.0529095461274111
8,1,0.0532129734217906
8,2,0.0523803072101644
8,3,0.0525951420759956
8,4,0.0531352762357385
9,0,0.0527337611680416
9,1,0.0528550422549391
9,2,0.0530016401549633
9,3,0.0531192751606259
9,4,0.0537225339049195
10,0,0.0518655631808387
10,1,0.0519100463519147
10,2,0.0517852366929439
10,3,0.0509887091738551
10,4,0.0513582285941719
11,0,0.0509181335192769
11,1,0.049973532183259
11,2,0.0502744827178919
11,3,0.0512715606414685
11,4,0.0507909903005392
12,0,0.0526147656938752
12,1,0.0528507816090304
12,2,0.0533755703819613
12,3,0.0531500856873511
12,4,0.05385468820707
13,0,0.0504389818976908
13,1,0.0508588091608715
13,2,0.0502771947707305
13,3,0.0497706745051537
13,4,0.0501148873703534
14,0,0.0516643894648925
14,1,0.0521136601918601
14,2,0.0521796829388494
14,3,0.0523191423175714
14,4,0.0522650716170257
15,0,0.0508890826075303
15,1,0.0510193013515222
15,2,0.0512025506155831
15,3,0.0507629948188993
15,4,0.0513954091615895
16,0,0.0519394467686979
16,1,0.0531004027129651
16,2,0.0528688637320164
16,3,0.052618184267115
16,4,0.0524072903087017
17,0,0.0536438675201527
17,1,0.0529738902244248
17,2,0.0535567298971591
17,3,0.0538145478833624
17,4,0.0537878288827739
18,0,0.0504006881072743
18,1,0.0504679921895516
18,2,0.0502111423945799
18,3,0.0516306379119031
18,4,0.0505709774296683
19,0,0.0537767379595883
19,1,0.0532070694794031
19,2,0.0541658584210052
19,3,0.053016749607558
19,4,0.0537146163244352
20,0,0.0532356351048721
20,1,0.0526163767966903
20,2,0.0536461714965527
20,3,0.0535778929491719
20,4,0.0533730568490826
21,0,0.0513943365584759
21,1,0.0511240192335479
21,2,0.0517531677740677
21,3,0.0515803274129476
21,4,0.0508846651148252
22,0,0.0522961049348938
22,1,0.0519897083131349
22,2,0.0517286538333597
22,3,0.0526205516233594
22,4,0.0516239601767221
23,0,0.05168622505765
23,1,0.0521977999573854
23,2,0.0522712352610723
23,3,0.0531609448894304
23,4,0.0517327224621538
24,0,0.0489136378733624
24,1,0.0492239740744931
24,2,0.0479922169368237
24,3,0.0486999622999835
24,4,0.0488375562780044
25,0,0.0502732390258352
25,1,0.0499252337195865
25,2,0.0502138543558293
25,3,0.0500520446062948
25,4,0.0499152857401506
26,0,0.0539271981833505
26,1,0.0533768835445556
26,2,0.0536550844245169
26,3,0.0532095643738453
26,4,0.0533930488852037
27,0,0.0541691579738585
27,1,0.0540636759617178
27,2,0.0534088316570524
27,3,0.0539476747730342
27,4,0.0537755329640401
28,0,0.0508266218169398
28,1,0.0498136051448167
28,2,0.0499790528241327
28,3,0.0504339006110257
28,4,0.051064664833829
29,0,0.0495143101338438
29,1,0.0495330956173974
29,2,0.0483751033219686
29,3,0.0499721325602994
29,4,0.0490947215525615
30,0,0.0495090286328155
