coherence_Fp2_F4_mean,coherence_Fp2_F4_max,coherence_Fp2_C4_mean,coherence_Fp2_C4_max,coherence_Fp2_P4_mean,coherence_Fp2_P4_max,coherence_Fp2_O2_mean,coherence_Fp2_O2_max,coherence_F4_C4_mean,coherence_F4_C4_max,coherence_F4_P4_mean,coherence_F4_P4_max,coherence_F4_O2_mean,coherence_F4_O2_max,coherence_C4_P4_mean,coherence_C4_P4_max,coherence_C4_O2_mean,coherence_C4_O2_max,coherence_P4_O2_mean,coherence_P4_O2_max,epoch
0.9971495088969774,0.9999221619103706,0.9905305401612408,0.995919072294546,0.8684370859323151,0.9338985296715213,0.5942651557127901,0.7935986751021443,0.9929105595312612,0.9969402601400921,0.8761178971507277,0.9365906068967472,0.6048134806082038,0.8004974700043865,0.9180021946390842,0.9594712831467853,0.6715677778999477,0.8427784612159542,0.8968720513573607,0.9585496414630458,0
0.9960671370516037,0.9999257607532854,0.9864411670932274,0.9959049164818644,0.8366738655331502,0.9303796446281773,0.5762647246984003,0.7966716931622181,0.9901911008369328,0.9969312712825438,0.84722518125336,0.9348489934983325,0.5896959760666413,0.8037047348185088,0.9021503647269914,0.9595759578002804,0.6704556324730471,0.8459811564753867,0.911636542263428,0.9600073302568111,1
0.9983338570331217,0.9999530442974323,0.9951052741365047,0.9974940867923545,0.9461714633053524,0.9613120143801162,0.8490705626459447,0.8908383595981846,0.9964137130200549,0.9981342966355856,0.9501254985179288,0.9638606587487469,0.854813352946161,0.8951357081148174,0.9688926105871583,0.978293222693598,0.8868711547504132,0.9201410616592818,0.9705411512659046,0.9809473609633492,2
0.9976282214538416,0.9999539142966872,0.9914096324069457,0.9974133341322358,0.8896410882005377,0.9512006891557236,0.6840271950558915,0.834859153685105,0.9938689635798293,0.9980567966603024,0.896852049216313,0.9540825186047386,0.694249823754232,0.8398651290939024,0.9340826852066222,0.9707515847654747,0.7541255370892654,0.8708340760961012,0.9311338065253665,0.9624457053363624,3
0.997619443062091,0.9999409515122747,0.9915295343314158,0.9968055854925989,0.9036627939162386,0.951679965400924,0.7490641045244418,0.8623353338266357,0.9938673908931781,0.9976521847352625,0.9104724485374569,0.9552195294239607,0.7588328802820999,0.8680445655066727,0.9450387518607478,0.9727573772864696,0.8139858245303139,0.89844107620554,0.9546183360673718,0.9749266269236849,4
0.9989727579663378,0.999973915685222,0.994803664458792,0.9985791488941019,0.9336474525656703,0.9770007233937239,0.818662589094741,0.9310147524352066,0.9962514735777427,0.9989371959938234,0.9382986787479168,0.9785036906458555,0.8256103932724566,0.933574932125964,0.962229013921932,0.9869373757158548,0.865553878899066,0.9488795525317641,0.966844170710471,0.987165459334494,5
0.9987887100267959,0.9999622432136362,0.9950897917594863,0.9978502336272114,0.9361316887177982,0.9588986549967975,0.8147469608400312,0.8573845891029541,0.9964019789195007,0.9983816580493828,0.940406377300402,0.9613027844131238,0.8213678553943393,0.8616525261356457,0.9628266670338295,0.9753144636634522,0.8597431215394128,0.888233293201198,0.9628660007011025,0.9700459708013234,6
0.9989267642989983,0.9999760308691961,0.9945457222873384,0.9986041460277846,0.9104486324286368,0.9696914875132755,0.7077434461093587,0.8757624495862797,0.9959187348164141,0.9989580574058925,0.9156938920716374,0.9713467821062951,0.7156977933917974,0.8789726226033121,0.9448378504961328,0.9811812240807823,0.7655410547891381,0.8993433526017659,0.9269387749309576,0.9660811757491097,7
0.9980274996227857,0.9999710454639679,0.9941473199031974,0.9983526594615991,0.9221880953221987,0.9671817231998093,0.7488122028595937,0.8792689166916774,0.9957166677336481,0.9987599096812045,0.9270367135978239,0.9690699270094398,0.7563315051839135,0.8827462820559074,0.9526606636009042,0.9800897057104523,0.801393769281287,0.9044169518414642,0.9396834487895201,0.9704296508474811,8
0.9977580326301262,0.9999554786329143,0.991314298651946,0.9975398721310259,0.880711987931164,0.9573611820255322,0.6509549896482562,0.8666233177685695,0.9935777518323394,0.9981548690785027,0.8880945885700864,0.9600076869723385,0.6614381391860189,0.8711078918951104,0.927529990315379,0.9751222046615644,0.7243444963649507,0.8984615789895094,0.9203036003454839,0.9726931618303704,9
