coherence_Fp2_F4_mean,coherence_Fp2_F4_max,coherence_Fp2_C4_mean,coherence_Fp2_C4_max,coherence_Fp2_P4_mean,coherence_Fp2_P4_max,coherence_Fp2_O2_mean,coherence_Fp2_O2_max,coherence_F4_C4_mean,coherence_F4_C4_max,coherence_F4_P4_mean,coherence_F4_P4_max,coherence_F4_O2_mean,coherence_F4_O2_max,coherence_C4_P4_mean,coherence_C4_P4_max,coherence_C4_O2_mean,coherence_C4_O2_max,coherence_P4_O2_mean,coherence_P4_O2_max,epoch
0.9959486069015603,0.9982762654003429,0.9954315215621499,0.9976636046433165,0.9864781121123022,0.9921458980837639,0.9957390000180582,0.9979257428629136,0.9889534275499648,0.9937530522201878,0.9944925663358177,0.9973766341639791,0.9895257314255282,0.9940808903057887,0.9729463372256641,0.9835960782342493,0.9984089635350025,0.9999981804851105,0.973640475857372,0.9837768984697542,0
0.9945235250701111,0.9981209857121537,0.9937760409019453,0.9974852417420239,0.9833125350541673,0.9892169704570594,0.9938793908330004,0.9976107187754221,0.9855900856713697,0.9912776968166105,0.9926642836619455,0.9963239402862947,0.9863610278246303,0.9915120456265689,0.9664350784121609,0.9764110436190834,0.9974044529154757,0.9999983893535749,0.9671489773127347,0.9767945815785456,1
0.991059751548544,0.9974200420656055,0.9897278832498613,0.996607883727505,0.9759198777913806,0.9850731310124762,0.9903536082132647,0.9967761157510439,0.9786831045450699,0.9881467723215792,0.9883745259647043,0.9948724708250023,0.9797687515657871,0.988461776057786,0.9533478247711756,0.9676831413934686,0.9952263418741903,0.9999978524038858,0.9547424960140681,0.9681992321008255,2
0.9914335402652034,0.9984237639771005,0.9903205891990975,0.9979034926978307,0.977623992083295,0.9909036717617978,0.9914712539864681,0.9980078996393498,0.9812567383396794,0.9927048403588098,0.989600242907403,0.9968887426778442,0.9822730972060764,0.9929002505846244,0.9578134187862598,0.980160284531148,0.9950954683096914,0.9999986627401454,0.9591912605915359,0.9804813693396764,3
0.9944208506598999,0.9994050431957892,0.9937791783156716,0.9991967039611918,0.9853533714930055,0.9965806476832579,0.994031359611709,0.9992365599375501,0.9878334299919197,0.9972210678502166,0.9931253634612042,0.9988366171214178,0.9884716998487539,0.9972955582357168,0.9736973844974544,0.9924753552521877,0.9966847420106202,0.999999486115444,0.9740857496132347,0.992597964759315,4
0.993977756334253,0.9993850248110584,0.9930495701513437,0.9992013506473721,0.9823364314351896,0.9965044859058468,0.9935710494120952,0.9992448216145746,0.9848173766315939,0.9971987180851517,0.9919954756904357,0.998813417746539,0.9856881297155577,0.9972805321834023,0.9646840331278576,0.9923911955867801,0.9971696594544996,0.9999993522625223,0.9658002618090358,0.9925249662291046,5
0.9962378273220276,0.9993778275724532,0.9951788574970412,0.9991376299547902,0.9865944723985534,0.9966120261280819,0.9954775965122035,0.9991999767526403,0.9879225913755683,0.9971666380037573,0.994558431739096,0.9988276091569583,0.9882921525235523,0.9972866836413633,0.9714522841753714,0.9924827682427739,0.9985869399659107,0.9999993080495047,0.9720960229317097,0.9926759143113584,6
0.9932015371399789,0.9991587057076157,0.9921440724832917,0.998830937660633,0.9825170634501977,0.9952604926826073,0.9929039668273831,0.9988897273562029,0.9849119333428792,0.9960123952553127,0.991460771344375,0.9984081059991984,0.9855509047380904,0.9961214473889164,0.9669911740412073,0.9894149283604018,0.9961154195457752,0.9999988936107218,0.9676963322379878,0.9895923701803852,7
0.9935519596157084,0.9994527696515307,0.9927479562171315,0.9992713764546597,0.9813186630448532,0.9968218829320027,0.993147072197257,0.9993071079698796,0.9838818747328533,0.997462999159351,0.9915676742698213,0.9989106772166554,0.9849807715755435,0.9975299906175712,0.9636840850979075,0.9932310902539356,0.9969917401331353,0.9999995098199229,0.9648884234722944,0.9932576238549224,8
0.99462538722821,0.9994610453353698,0.9938522151784017,0.999286718518346,0.98418418150981,0.996883730552041,0.9941167276110461,0.9993220289083855,0.9864151847338373,0.9975095998770449,0.992986007970361,0.9989351371681575,0.9868768672552946,0.9975759085793837,0.9689396847944896,0.9931991499438547,0.9971485692240416,0.9999994817375032,0.9696009516287204,0.9933088144242966,9
0.9957438570117855,0.999463245869819,0.9949094618535351,0.9992858651064784,0.9874513659928132,0.9969034623195459,0.9951347018688484,0.9993292063420134,0.9888757425602775,0.9975239553066021,0.9943232404586191,0.9989372028254873,0.9891746655721051,0.9976037625477151,0.974476673642916,0.9932391277829166,0.9977328314736474,0.9999994220444691,0.9753906663119927,0.9933704549665395,10
