epoch,channel,lyapunov_exponent
0,0,0.048091787175685734
0,1,0.0478913791468737
0,2,0.048083413983879754
0,3,0.048321774357936664
0,4,0.04754834750978025
1,0,0.049922214384411086
1,1,0.05049569783662984
1,2,0.05020248939724827
1,3,0.05018889693939103
1,4,0.050999929192257897
2,0,0.04805815784871093
2,1,0.048370512542175136
2,2,0.04802177703967339
2,3,0.048415428015078144
2,4,0.04806195583091636
3,0,0.051100946634757546
3,1,0.050920639587622066
3,2,0.050679818619342426
3,3,0.05064231327601845
3,4,0.050631355340598226
4,0,0.04786680910767629
4,1,0.048041605588768785
4,2,0.04776412615827601
4,3,0.0481592719637905
4,4,0.04786277995390056
5,0,0.04360154672831054
5,1,0.04426720109735793
5,2,0.044253801435124925
5,3,0.044194299668109616
5,4,0.043866166736469966
6,0,0.054979454947262134
6,1,0.05448607001699605
6,2,0.054170202642214144
6,3,0.05438203749822705
6,4,0.05342655300950964
7,0,0.0561387333864211
7,1,0.05620260643930432
7,2,0.05685039918677438
7,3,0.056460309389258785
7,4,0.05693112184448975
8,0,0.05032346970465443
8,1,0.05034152114520131
8,2,0.05007028494991749
8,3,0.050121481850797026
8,4,0.05015407264590415
9,0,0.05328419766649349
9,1,0.051932411834973276
9,2,0.05212025984710317
9,3,0.05201199580784475
9,4,0.052251557971821634
10,0,0.05076134250086757
10,1,0.050497308664676936
10,2,0.051028285719194884
10,3,0.05024871514768023
10,4,0.05132064361389095
11,0,0.05254792024536876
11,1,0.052591468655333325
11,2,0.0524427176723961
11,3,0.05254073400600488
11,4,0.05252780928045054
12,0,0.05346902616026892
12,1,0.05405288659653331
12,2,0.05399661504921808
12,3,0.054064794496900354
12,4,0.05403539833902309
13,0,0.052164742926589576
13,1,0.05207575135156612
13,2,0.052212682817878095
13,3,0.051828907008359966
13,4,0.052244134012247645
14,0,0.05005243619664681
14,1,0.05079822755518227
14,2,0.05101769011132304
14,3,0.05005941393280959
14,4,0.05091569408219827
15,0,0.05180960033549575
15,1,0.051801681655938826
15,2,0.05168974785959303
15,3,0.05142999358251607
15,4,0.05137955380516471
16,0,0.04902930851600903
16,1,0.04891500635593607
16,2,0.050224300856206924
16,3,0.04939217616673142
16,4,0.05027068784972492
17,0,0.050046632498824864
17,1,0.05009217045888179
17,2,0.049676211243774956
17,3,0.05010216061522278
17,4,0.049831903785073815
18,0,0.05005022564140423
18,1,0.05085783167331884
18,2,0.05026781876691119
18,3,0.05031065282558338
18,4,0.05018183768868878
19,0,0.04881441956665489
19,1,0.04829339094951956
19,2,0.048550082203291524
19,3,0.048339874569823145
19,4,0.04836903502245639
20,0,0.05094263591972436
20,1,0.050134941320888714
20,2,0.049730016426736856
20,3,0.050486872651282426
20,4,0.04942789446406002
21,0,0.049517497443923905
21,1,0.04978117238716786
21,2,0.04968981565404497
21,3,0.04954129144638822
21,4,0.0499584228680485
22,0,0.050323147035303516
22,1,0.05013810344389223
22,2,0.05019702018380591
22,3,0.05105977927364802
22,4,0.05030842376928811
23,0,0.05124440956802649
23,1,0.05135031220434955
23,2,0.05112577303260183
23,3,0.051369906055684145
23,4,0.05099826070870256
24,0,0.0529241518842645
24,1,0.0535703695693366
24,2,0.05306355177569086
24,3,0.05395629374491514
24,4,0.053404605082389645
25,0,0.05136839501425584
25,1,0.05160934663477203
25,2,0.051081881391472586
25,3,0.05103297005752983
25,4,0.050628166152935916
26,0,0.05097863722820681
26,1,0.051414606385156686
26,2,0.0513685120196761
26,3,0.05056388076470826
26,4,0.05153572119155287
27,0,0.052944093363053266
27,1,0.053460827308828895
27,2,0.05327356775840234
27,3,0.05371677705506055
27,4,0.053391851354189244
28,0,0.05204507660608193
28,1,0.05215370915517109
28,2,0.051043560353218644
28,3,0.05166238988576393
28,4,0.05130185776397961
29,0,0.05345426048837517
29,1,0.05320580600404238
29,2,0.054333654818128435
29,3,0.05390353767239327
29,4,0.05407230079531834
30,0,0.05456792842869575
30,1,0.054789264582786414
30,2,0.055901167366971066
30,3,0.05572212910738034
30,4,0.05554350666352969
31,0,0.05505434620137122
31,1,0.05581654689463695
31,2,0.05539675182511968
31,3,0.05508231393143221
31,4,0.055598225542047804
32,0,0.05356766791189132
32,1,0.05376374115319974
32,2,0.053296697279986274
32,3,0.05386978479135791
32,4,0.053733613837380734
33,0,0.054782392723935265
33,1,0.05509006857442687
33,2,0.05554824032274046
33,3,0.05481460301100431
33,4,0.05540919469899784
34,0,0.05243110730009786
34,1,0.052831689667444254
34,2,0.05453322837618945
34,3,0.05268829771593705
34,4,0.05329831392395824
35,0,0.051582984191601566
35,1,0.05271923202569613
35,2,0.05232154118055935
35,3,0.0531228637237366
35,4,0.05260464479370861
36,0,0.05366944902655878
36,1,0.05436848598081828
36,2,0.05430498459759878
36,3,0.05450301153176132
36,4,0.05428502576262435
37,0,0.05336700329545879
37,1,0.05285331497100796
37,2,0.053240051635888797
37,3,0.05284985783864331
37,4,0.05302314872787486
38,0,0.05436706332313206
38,1,0.05394511462116603
38,2,0.05430395101155701
38,3,0.05398236781895387
38,4,0.05393808156502352
39,0,0.05066245464860754
39,1,0.05108835923285345
39,2,0.05158563460479416
39,3,0.05065501461509891
39,4,0.051099507948931706
40,0,0.05380086749970992
40,1,0.053556371187391066
40,2,0.05372548367796844
40,3,0.05360577783664748
40,4,0.053307318670265974
41,0,0.04966596811759381
41,1,0.05152851136792627
41,2,0.05013960138804068
41,3,0.050812235279243646
41,4,0.04996536241144415
42,0,0.04864831578688616
42,1,0.049323344556939104
42,2,0.04908082025534822
42,3,0.04908401713651783
42,4,0.048880300762272656
43,0,0.05113142826405461
43,1,0.051258044431762066
43,2,0.0504169238343532
43,3,0.05148268829015993
43,4,0.051185643263653206
44,0,0.05063062395368302
44,1,0.05177402134559884
44,2,0.051189903634793886
44,3,0.050364420685876904
44,4,0.051309886671343584
45,0,0.050144497526794056
45,1,0.05010518155321217
45,2,0.05009980598990099
45,3,0.04951149188313032
45,4,0.04973594908239176
46,0,0.05223119362491102
46,1,0.05220309908936741
46,2,0.05224126786029369
46,3,0.051159569784945395
46,4,0.05235229826488708
47,0,0.05416757778245581
47,1,0.054419151754940394
47,2,0.05492193480785874
