epoch,channel,lyapunov_exponent
0,0,0.0545936280853895
0,1,0.0539269993886227
0,2,0.0537495104548167
0,3,0.0530980563306867
0,4,0.0532760788641629
1,0,0.0548555153873073
1,1,0.0557435849248147
1,2,0.0549956723564671
1,3,0.0538832453605222
1,4,0.054495175053664
2,0,0.0547639942054702
2,1,0.0544167012813426
2,2,0.0547908575967008
2,3,0.0536160165207442
2,4,0.0546424604235005
3,0,0.0549270052869782
3,1,0.0551331462608237
3,2,0.0552845500840719
3,3,0.0555370234641709
3,4,0.0540743107698403
4,0,0.0554269563507776
4,1,0.0554431386812539
4,2,0.0559501713893566
4,3,0.0554666012675822
4,4,0.0545927910959307
5,0,0.0546042710449658
5,1,0.0552365383409225
5,2,0.0555699391725684
5,3,0.0545269678305893
5,4,0.0554945590144016
6,0,0.055881495527288
6,1,0.0563609268628106
6,2,0.0570240660045755
6,3,0.0557089740803549
6,4,0.0550316417460538
7,0,0.05567888179747
7,1,0.0559624794894765
7,2,0.0558929867876106
7,3,0.0550970051869626
7,4,0.0551246002856709
8,0,0.055811583346107
8,1,0.0556134033203126
8,2,0.0568200764192395
8,3,0.054523860935976
8,4,0.0537479824235603
9,0,0.0560709866527178
9,1,0.0562910244816922
9,2,0.05620826345675
9,3,0.0557139624038092
9,4,0.0550150860973051
10,0,0.0559670796571804
10,1,0.0573264368155709
10,2,0.0557343317881353
10,3,0.0565602485958983
10,4,0.0553959930529828
11,0,0.0551956983202217
11,1,0.0566529483039554
11,2,0.0576043149803867
11,3,0.0568388059416883
11,4,0.056102588511601
12,0,0.0564579374077511
12,1,0.057651555953192
12,2,0.0571672391032829
12,3,0.0570442761607817
12,4,0.0557270408621212
13,0,0.056831535714872
13,1,0.0575977655161187
13,2,0.0580756116686178
13,3,0.0578853119006392
13,4,0.056140531377346
14,0,0.0560041792595945
14,1,0.0561030580445069
14,2,0.055869136137121
14,3,0.0556113584044458
14,4,0.054452942233412
15,0,0.0550372829643332
15,1,0.0550455135514899
15,2,0.0544102348428385
15,3,0.0545492983723031
15,4,0.0542440346652578
16,0,0.0556973440621366
16,1,0.0559405765785319
16,2,0.055962690969332
16,3,0.0554636892751485
16,4,0.0552114226122579
17,0,0.0555857915523386
17,1,0.0559141640817703
17,2,0.0558767030677018
17,3,0.0546412010696613
17,4,0.0549610830355092
18,0,0.0546259978295518
18,1,0.0550790745070001
18,2,0.0547768126873553
18,3,0.0553330336498613
18,4,0.0540590216189014
19,0,0.0539292410384565
19,1,0.0545493695830383
19,2,0.0552383588170376
19,3,0.0538856786611129
19,4,0.0537294423537237
20,0,0.0543516625247511
20,1,0.0551393235516864
20,2,0.0554006450602703
20,3,0.0546764459415358
20,4,0.05389185237999
21,0,0.0551692487755603
21,1,0.0554995197694557
21,2,0.0550898574609288
21,3,0.054933611628245
21,4,0.0549333845324018
22,0,0.054773330322119
22,1,0.0551889229049774
22,2,0.0556799501416778
22,3,0.0551350983966585
22,4,0.053963908072995
23,0,0.0545041307080695
23,1,0.0551298647968709
23,2,0.0561210315882945
23,3,0.0552138872364132
23,4,0.0560911332459009
24,0,0.0512731733470978
24,1,0.0503767485235062
24,2,0.0500910468862839
24,3,0.0485716756795492
24,4,0.0490600539226922
25,0,0.0500113590510668
25,1,0.0485858180857793
25,2,0.0444169514119125
25,3,0.0465524005775406
25,4,0.0474160796368109
26,0,0.0501540736991818
26,1,0.0488757304984983
26,2,0.0450064216513022
26,3,0.0462894712633589
26,4,0.0486547868506534
27,0,0.0529009038002407
27,1,0.0518379738522609
27,2,0.0504315401239842
27,3,0.0489969911151716
27,4,0.0487710328577232
28,0,0.0506088617698055
28,1,0.049031700921946
28,2,0.0486908770924142
28,3,0.0470652828697396
28,4,0.0480342783017749
29,0,0.0520408574501578
29,1,0.0518872959187337
29,2,0.0510875283340876
29,3,0.0487937825581893
29,4,0.0497727628801765
30,0,0.0506636909677201
30,1,0.0503719146197297
30,2,0.0480475617828919
30,3,0.047900841840032
30,4,0.0476063563242679
31,0,0.0493062460121988
31,1,0.0483961797762318
31,2,0.0483994242380791
31,3,0.0467548140929956
31,4,0.04709269666729
32,0,0.0481806662331681
32,1,0.048784440259258
32,2,0.0474929037471923
32,3,0.0468518277977696
32,4,0.0465378762436372
33,0,0.0506491035745354
33,1,0.0491643374421301
33,2,0.0483595726498607
33,3,0.0475261601222521
33,4,0.0473794258456556
34,0,0.0497647282942717
34,1,0.0490886692353945
34,2,0.0482674839802865
34,3,0.0475320039820127
34,4,0.0481081071191905
35,0,0.0478038143052632
35,1,0.0477968304784072
35,2,0.0482452325717885
35,3,0.0481537011777369
35,4,0.0477956843290295
36,0,0.0497616361455472
36,1,0.0480933391117679
36,2,0.0480137328368848
36,3,0.048240202254608
36,4,0.0479069249312275
37,0,0.0487223072212284
37,1,0.0486586052572885
37,2,0.0485323146897919
37,3,0.0487566054253734
37,4,0.0482306129849402
38,0,0.048223239628493
38,1,0.0481824999439475
38,2,0.0478334864219125
38,3,0.0471011323688412
38,4,0.0470603643373854
39,0,0.0487967064572411
39,1,0.0487828314003824
39,2,0.0481517386923031
39,3,0.0483625915728841
39,4,0.0478258720022434
40,0,0.0486535685746467
40,1,0.0482719056861027
40,2,0.04816267460048
40,3,0.0475660656566093
40,4,0.0473837357208509
41,0,0.0480256946375963
41,1,0.0482527115765741
41,2,0.0480732141794708
41,3,0.0480270457639843
41,4,0.0479656838626564
42,0,0.0493247564070796
42,1,0.0488958105977988
42,2,0.0503495073261241
42,3,0.048897475051422
42,4,0.0491842714105907
43,0,0.0509600450440186
43,1,0.0496570696149554
43,2,0.0513594155466142
43,3,0.0494770370611623
43,4,0.0490790264775344
44,0,0.0495034070146613
44,1,0.0489199643175142
44,2,0.0484632163259592
44,3,0.0484791932672727
44,4,0.0485345102243778
45,0,0.0499327722574626
45,1,0.049647969157756
45,2,0.0486602562014796
45,3,0.0484941004905382
45,4,0.049051920969804
46,0,0.051118813889081
46,1,0.0500337871354596
46,2,0.0503758753562461
46,3,0.0498570986927487
46,4,0.0499429223288436
47,0,0.0515579465886698
47,1,0.050659691397311
47,2,0.051451349567537
47,3,0.0501629073107515
47,4,0.0501143161274521
48,0,0.0504444244586262
48,1,0.0509368832829763
48,2,0.0506366477407614
48,3,0.0499388794366625
48,4,0.0498285660852477
49,0,0.053282461544188
49,1,0.0540404624068867
49,2,0.0551173736096002
49,3,0.0540729707715607
49,4,0.0532819670989734
50,0,0.0597276605649585
50,1,0.0597931018568315
50,2,0.0612622587792442
50,3,0.0586897348813793
50,4,0.0585583035399217
51,0,0.0604968774161275
51,1,0.0601527993704808
51,2,0.0611857019724393
51,3,0.0570685496793933
51,4,0.0571874041517242
52,0,0.0575371061052596
52,1,0.0581306089788211
52,2,0.0585667481256418
52,3,0.0567263378129571
52,4,0.0557864685333362
53,0,0.0612703014250133
53,1,0.0623028529649165
53,2,0.0625495555277776
53,3,0.0594780417965527
53,4,0.0584904450671872
54,0,0.0633730531397129
54,1,0.0644291827143455
54,2,0.0638717035428674
54,3,0.061555284131475
54,4,0.0594231074998359
55,0,0.0644194281258645
55,1,0.064924141791116
55,2,0.0663613955714122
55,3,0.0619499645256053
55,4,0.0604045832658016
56,0,0.0662895879482164
56,1,0.066334787760319
56,2,0.0634704056793616
56,3,0.0622410196073058
56,4,0.0603920619914226
57,0,0.0648557252185542
57,1,0.0651130116200533
57,2,0.0650893738232597
57,3,0.0622096537742295
57,4,0.0597826453274181
58,0,0.0638023677793871
58,1,0.0639527285828882
58,2,0.0637039773489963
58,3,0.0609360331504428
58,4,0.0588773177422825
59,0,0.0664563672911793
59,1,0.0663487831198155
59,2,0.0662373172993563
59,3,0.0629986174767759
59,4,0.0609235346818172
60,0,0.0650282636095211
60,1,0.0647464360652709
60,2,0.0650759029044968
60,3,0.0627277374725526
60,4,0.0609815597534181
61,0,0.0664609171305241
61,1,0.0661038157633659
61,2,0.0634946840522098
61,3,0.0630781135696466
