coherence_Fp2_F4_mean,coherence_Fp2_F4_max,coherence_Fp2_C4_mean,coherence_Fp2_C4_max,coherence_Fp2_P4_mean,coherence_Fp2_P4_max,coherence_Fp2_O2_mean,coherence_Fp2_O2_max,coherence_F4_C4_mean,coherence_F4_C4_max,coherence_F4_P4_mean,coherence_F4_P4_max,coherence_F4_O2_mean,coherence_F4_O2_max,coherence_C4_P4_mean,coherence_C4_P4_max,coherence_C4_O2_mean,coherence_C4_O2_max,coherence_P4_O2_mean,coherence_P4_O2_max,epoch
0.9285852912293582,0.9567563615602598,0.6815006221027203,0.8082668794524988,0.4523830493431818,0.7105717417508591,0.12069030001580344,0.4347030294963992,0.8807263674321636,0.9416721848909666,0.6679815499278041,0.8649351635451469,0.2898432885801933,0.6338820466565531,0.8696660519958866,0.9433557594512021,0.5700404409226396,0.8172730129090736,0.8338776270344924,0.9215158590501762,0
0.9382075545430812,0.9580588122517337,0.7562643806923839,0.8116787244201781,0.6073970699823527,0.6993518684832294,0.26645145169058043,0.4385937825398535,0.9101315887794709,0.9427958118100068,0.7679338826428439,0.8550572102989307,0.4418865687438168,0.629402561840594,0.8821547374977232,0.9397872429893027,0.6539509684543409,0.8190088988389677,0.8643477114545779,0.9290558964221691,1
0.8848979098071137,0.9525073524694623,0.5704261261024126,0.7736949116831173,0.3251490662960205,0.6044842396183585,0.06670639470202902,0.27866981063380997,0.847324713278183,0.9251273719492207,0.5919382482343353,0.7623308842490089,0.26175876785711055,0.47731442890857473,0.8229313493092112,0.9127190662706126,0.5680433880076666,0.7183150953411018,0.8641653877028999,0.9075194771106594,2
0.9306627276497653,0.9599708116081722,0.730838391195313,0.8314698833300537,0.5749768853165976,0.6552433303230116,0.23297664198023427,0.3614083626180459,0.9024732511568242,0.9515000657482829,0.752111969626927,0.8121069959848942,0.41894049390919536,0.5501235523012286,0.8758016441378106,0.9277684690864858,0.644274985344762,0.7557852472024271,0.859294367042806,0.9287638293235251,3
0.9319040043751883,0.9566038290717207,0.7494845734376164,0.8074878296794822,0.6316762236065534,0.6792535095398218,0.3481855404358109,0.4264131841943564,0.9118936821636999,0.946711908134433,0.8029022197888461,0.8355138328358959,0.5472668646137715,0.6170363505968375,0.9104800358492547,0.9341897011224464,0.7500030089623502,0.7936875264760334,0.8998599156250242,0.9349481487346899,4
0.8842322247455243,0.9607615406358292,0.5661461232619657,0.8302773644676446,0.3618213663728236,0.7139643445056232,0.0789056362983718,0.45033322363275785,0.844188860426942,0.9498603405557132,0.6255232825075545,0.8349829582473403,0.27793960197466777,0.6038668654974844,0.8324258514611518,0.9356451129264663,0.5809769837488523,0.769178784528579,0.847173136660587,0.928312135839702,5
0.9120305425936299,0.9601799612623604,0.6140645583419201,0.8170221444474853,0.4572329456534361,0.6935325540504746,0.09940708870033504,0.40554754191287606,0.8493379281713184,0.9462175399495726,0.692238775018912,0.8292874437776042,0.28320813258947164,0.5885890130863385,0.8862730992490383,0.9373619065498212,0.5962663511463122,0.7608826673264182,0.8023444793611256,0.936355085052295,6
0.9047925438534921,0.967498719924477,0.6327233928290423,0.8467379182840921,0.4571105171031684,0.7255772083453557,0.1564716769226046,0.4520517299179795,0.867969388736031,0.951934318591236,0.6905501041514525,0.8332021248266335,0.3672897165460927,0.5917084367342711,0.866287491435125,0.9115830350463404,0.644849390009783,0.7693904172988987,0.8702136525828191,0.9353760621028254,7
0.9358542954815182,0.9628598318827798,0.7234200137230253,0.8415331223327371,0.5865884727542388,0.7238754902825231,0.2364966245128116,0.4809650679986064,0.893878881388453,0.9561896717462064,0.7684735294522699,0.8524170690255966,0.42507415317641317,0.6461107649731892,0.9101023394700083,0.9299056282933511,0.6807089485640156,0.7987731013693974,0.8545242850796997,0.9392626370818886,8
0.9299289179893994,0.9590615968943921,0.6994313553273848,0.820635902798222,0.589415737994114,0.6783154280690805,0.20859837713728746,0.42157858965595657,0.8819423967823835,0.9463492485615829,0.7562268937349705,0.8255526533943499,0.38423355899240147,0.5996595692770245,0.8653964409896886,0.921211706324162,0.6203037096929452,0.7726564158489169,0.8269901551972643,0.9322161114383329,9
