epoch,channel,lyapunov_exponent
0,0,0.047366610569398664
0,1,0.04722006945478399
0,2,0.04764664671715861
0,3,0.047523423615051644
0,4,0.04832959448733113
1,0,0.05029975694196145
1,1,0.05118356093352872
1,2,0.051671350669173936
1,3,0.05185383763490756
1,4,0.051543849061231106
2,0,0.05035144686842028
2,1,0.050296976013916354
2,2,0.05023898414346206
2,3,0.04972440236470571
2,4,0.0507472397070402
3,0,0.04943290344091751
3,1,0.049941208554344765
3,2,0.05036964402765504
3,3,0.04998655275708923
3,4,0.049899858793004695
4,0,0.04720829490853964
4,1,0.04905256182062677
4,2,0.05027364669012144
4,3,0.0500870148932377
4,4,0.05012531885007424
5,0,0.04709571943706699
5,1,0.04788697406452828
5,2,0.04832065334984092
5,3,0.048351457785873235
5,4,0.0485513584095748
6,0,0.04727174481853297
6,1,0.04787902877825932
6,2,0.048897701093987424
6,3,0.04875125010331299
6,4,0.04879731424430124
7,0,0.049783141512830954
7,1,0.05077180521256384
7,2,0.051588198740800145
7,3,0.051831049054753824
7,4,0.05258976687904185
8,0,0.05173412716832339
8,1,0.052232623976104064
8,2,0.053172518442802096
8,3,0.05308834817801645
8,4,0.05270316038097385
9,0,0.054422466420039776
9,1,0.05500261446436485
9,2,0.055696551814085025
9,3,0.05609666780835885
9,4,0.056177269293337384
10,0,0.05578406751799848
10,1,0.05607140077405485
10,2,0.056753004241247296
10,3,0.057215143549485356
10,4,0.05687243325369712
11,0,0.054713250534588906
11,1,0.05614507521758708
11,2,0.05691315672692426
11,3,0.05671462000632776
11,4,0.05733605924059083
12,0,0.06014534564436149
12,1,0.06136232506613495
12,2,0.06191572448071036
12,3,0.06190019403757592
12,4,0.06176355726006221
13,0,0.059628341143586505
13,1,0.0615207888270054
13,2,0.06093908454189788
13,3,0.06188239071263275
13,4,0.06154622580538574
14,0,0.06199870101544054
14,1,0.06228063988656998
14,2,0.06368004399330539
14,3,0.06336365199461136
14,4,0.06264672672047342
15,0,0.06253711095949613
15,1,0.06259285554737043
15,2,0.06461340378741845
15,3,0.06525924265885565
15,4,0.06468179210465935
16,0,0.05464950840871029
16,1,0.05488799018447721
16,2,0.05471952477279993
16,3,0.05433855274287464
16,4,0.0552333803852352
17,0,0.055355968177676546
17,1,0.055399435943200515
17,2,0.05513885763656051
17,3,0.055173430975173396
17,4,0.05546695924463553
18,0,0.060525974214148695
18,1,0.061214920126375666
18,2,0.062120534523624024
18,3,0.06211424778346409
18,4,0.06178216936493846
19,0,0.05433509121422006
19,1,0.05477371847786983
19,2,0.05522441827377931
19,3,0.05514146793360902
19,4,0.0548991122022541
20,0,0.06112781597929714
20,1,0.06101907434726841
20,2,0.06114572170115608
20,3,0.06121860467514642
20,4,0.06187056886047891
21,0,0.06395538160637802
21,1,0.06420924664116152
21,2,0.06425145134347687
21,3,0.06391555094633083
21,4,0.0650296924494897
22,0,0.06097604721820376
22,1,0.06115441907353772
22,2,0.06272543354194715
22,3,0.06272515075976677
22,4,0.06146531520628271
23,0,0.06243747688284318
23,1,0.0632672574797741
23,2,0.0641812305519131
23,3,0.06374964999122207
23,4,0.0650492451314022
24,0,0.060179477613799555
24,1,0.06228891695533211
24,2,0.062307007229771935
24,3,0.0622256302575963
24,4,0.06149810745220945
25,0,0.06255002373263775
25,1,0.06341497803650277
25,2,0.06304199946885482
25,3,0.06271532093061845
25,4,0.06304014432616324
26,0,0.060856459847733066
26,1,0.06193955053945418
26,2,0.06345103965658541
26,3,0.06224732777937839
26,4,0.06270556011406032
27,0,0.06362068336550934
27,1,0.06561140410754156
27,2,0.0637531037805747
27,3,0.06425298574019454
27,4,0.06418669303353682
28,0,0.06532240433710121
28,1,0.06568912309186384
28,2,0.06610778098776139
28,3,0.06599779809079401
28,4,0.06600656374305104
29,0,0.06334959673566702
29,1,0.06390423324786469
29,2,0.06479897085787445
29,3,0.06482758007988358
29,4,0.0642255930539942
30,0,0.06465312408227449
30,1,0.06512649751367844
30,2,0.0646136250673367
30,3,0.06450875148338156
30,4,0.06527392205356272
31,0,0.06328459612604817
31,1,0.0634170547796756
31,2,0.06288007807187829
31,3,0.06368539775834658
31,4,0.06359413623237394
32,0,0.06252866119897675
32,1,0.06312464843420282
32,2,0.06384392572336554
32,3,0.0643997588048892
32,4,0.06332039186218939
33,0,0.06324336222526131
33,1,0.06380352441574787
33,2,0.06404264072267102
33,3,0.06428715498650653
33,4,0.0641410812066526
34,0,0.06601837359699748
34,1,0.06582520520415217
34,2,0.06541777309678766
34,3,0.06587941347193195
34,4,0.06590584433236188
35,0,0.06438474483421307
35,1,0.06549737195293164
35,2,0.06613450067527031
35,3,0.0669318696259022
35,4,0.06526509874579724
36,0,0.06530612982192398
36,1,0.06744447224995957
36,2,0.06592890598622274
36,3,0.06676724455651409
36,4,0.06668932792233119
37,0,0.06598411802770429
37,1,0.06719148450395802
37,2,0.0665900571349146
37,3,0.06633175175587816
37,4,0.06813422195049909
38,0,0.0662154793710699
38,1,0.06741804665591837
38,2,0.06826216378274952
38,3,0.06803322909974546
38,4,0.06835608314065375
39,0,0.06610100410708718
39,1,0.06655511079859197
39,2,0.06647132823161009
39,3,0.06693047925346911
39,4,0.06735147327363568
40,0,0.06646793617349286
40,1,0.06704846426790935
40,2,0.0670075638898138
40,3,0.06680412168834825
40,4,0.06779973720445218
41,0,0.0693367482948992
41,1,0.06848792901560048
41,2,0.06798786035104971
41,3,0.06812727192012064
41,4,0.06857149451577507
42,0,0.0673802421817116
42,1,0.06893112526077336
42,2,0.06711349294967013
42,3,0.06733282018251643
42,4,0.06843406613133547
43,0,0.06846794563467488
43,1,0.06827109228090655
43,2,0.06848187138624998
43,3,0.06859808918379366
43,4,0.06875960342022555
44,0,0.06805155361399932
44,1,0.06836533962034523
44,2,0.0684726993061631
44,3,0.0685475313019496
44,4,0.06829898064877817
45,0,0.06804228486133229
45,1,0.06870599277308584
45,2,0.06857023896289481
45,3,0.06811361498334696
45,4,0.06929888547826375
46,0,0.06757731374715426
46,1,0.06961416713902377
46,2,0.06772124254975448
46,3,0.06855098165670084
46,4,0.06778335520914924
47,0,0.06407880524341081
47,1,0.06503299809303627
47,2,0.06547959060943728
47,3,0.0655585416539664
47,4,0.065130896322152
48,0,0.055788984584922936
48,1,0.057320450717518644
48,2,0.0585261819571579
48,3,0.05865029187334121
48,4,0.0581851494870412
49,0,0.050601402731502924
49,1,0.05096840967221855
49,2,0.050479733076702414
49,3,0.050619947243423793
49,4,0.050803029631652515
50,0,0.05199466604573971
50,1,0.05223847781910611
50,2,0.05300535891236378
50,3,0.0527217867279969
50,4,0.052802471971454726
51,0,0.04968893964751441
51,1,0.049700643578354256
51,2,0.049375368372446736
51,3,0.04970225797838675
51,4,0.049736331147449284
52,0,0.049245865445177284
52,1,0.049414684941359546
